country,description,variety
Germany,"This wine shows the riper, spicier side to German Pinot Noir. Lush black cherry and plum flavors are fleshy and dense on the palate, tinged with notes of cassis and bramble. Crisp acidity adds elegance and structure, along with a penetrating layer of finely textured tannins. Drink now for its bold, decadent style.",Spätburgunder
Germany,"Lavishly ripe, juicy nectarine and yellow peach flavors flood the nose and palate of this off-dry Riesling. It's creamy in texture with rich layers of honey and wax, yet impeccably balanced with a zesty lime acidity that jolts the long, lingering finish.",Riesling
Germany,"Starts off slowly, with slightly odd, machine-oil aromas, then turns into a rather angular, high-acid Riesling for a 2009, with pear and citrus flavors that finish crisp.",Riesling
Germany,"While intensely aromatic of honey and marmalade, this powerfully structured wine is dry in style. Rich, round and expansive on the palate, with intense flavors of tart stone fruit and lemon, it's anchored by a steely, mineraly backbone. It finishes long and with impeccable focus.",Riesling
Germany,"Initial aromas of savory spice and earth subside, revealing luscious apricot, peach and yellow-cherry flavors on this delicate Riesling. Semi-sweet in style, it's nuanced with shades of dusty minerals and a pretty floral spray that lingers on the finish.",Riesling
Germany,"This summery Riesling wafts of ripe yellow cherries and blossoms. Dry in style with a rich, rounded mouthfeel, it's deeply concentrated with stone fruit flavors accented by hints of waxy lemon and lime skin. It's delicious now for its fragrant, fruity exuberance, but likely to develop its waxy, mineral complexities through 2019–2021.",Riesling
Germany,"Weil's Estate Dry Riesling is lighter in weight than one might expect, with hints of pineapple and passion fruit on the nose and tightly focused apple and citrus notes on the palate. Crisp lemon and green apple emerge on the finish.",Riesling
Germany,"Kesseler's gems are the GG wines, but this is a medium-bodied, cleanly made introduction to the estate. Petrol, apple and wet stone notes are pretty standard Riesling fare, rendered in a crisp, refreshing style.",Riesling
Germany,"A kindler, gentler style of trocken, with medium body, harmonious notes of smoke, truffle and honey and lively spice notes (think pepper, ginger) on the finish.",Riesling
Germany,"This is bright and citrusy on the nose and palate with a distinctly chalky minerality and delicate, almost lacy, mouthfeel. It's lean and focused with fresh lemon acidity and zest notes  that extend on the finish.",Riesling
Germany,"There's a revitalizing swathe of herbs on the nose of this medium-sweet Riesling, highlighting notes of lemon and lime against a backdrop of juicy, ripe yellow peaches and nectarines. It's delicately lacy on the palate, yet bolstered by tones of honey and wax. A citrus acidity that pierces long on the finish.",Riesling
Germany,"While intensely youthful on the nose with aromas of fresh red cherries and blossom, the wine seems to build in depth and maturity on the palate. Fresh red fruit turns deeper and darker, and pretty floral notes pick up hints of potpourri and fall foliage. Elegant yet seductive, it is delicious now, but should mature beautifully through 2019–2021.",Spätburgunder
Germany,"Touches of candlewax and savory herbs add intrigue and complexity to bright, sunny peach and apricot flavors in this semi-sweet wine. Vivacious and brisk, the palate plays out like a joyful tug-o-war of tangerine acidity and a lingering sweetness that's so refreshingly tasty.",Riesling
Germany,"Fresh, tart pineapple and apple aromas seem touched with honey and wax on this dry, boldly structured wine. Slightly viscous in texture, it balances intensely concentrated flavors of pear and apple with swathes of fresh green herbs and a bright, sunny acidity. Powerful yet elegant.",Grauburgunder
Germany,"Exotic spice notes accent aromas of blossom and lemon curd on this intensely seductive wine. Dry and voluminous in style with a round and slightly slick mouth feel, the palate is concentrated with rich melon, peach and apricot flavors. Steely minerality and bristling lime acidity lend power and structure to the finish.",Riesling
Germany,"A whiff of pine frond lends a cool alpine touch to unctuously ripe yellow-cherry and peach flavors on this sweet, sunny Riesling. Sprightly on the palate with shimmering touches of acidity and minerals, it finishes elegantly with a hint of lemon zest astringency.",Riesling
Germany,"This medium-bodied Riesling displays the peachy ripeness of the Rhine regions, allied to hints of melon, stuck flint and wet stone. Turns just a bit tart and lean on the finish.",Riesling
Germany,"Quiet on the nose, this wine speaks louder on the palate, where it delivers melon, pear and citrus flavors. It's balanced and clean, a light, refreshing white to serve as an apéritif or alongside mild fish dishes.",Silvaner
Germany,"Pretty standard stuff, making it something of a disappointment in an Erste Gewächs context. Petrol notes upfront, followed by honey, pear and citrus fruit and a long, mineral-inflected finish. It's good, but this sample didn't sparkle.",Riesling
Germany,This unusual blend of Silvaner and Traminer shows a distinctly earthy edge to its grapefruit and melon flavors and a pronounced tart tang that balances its ripe plumpness on the palate. Drink now.,Silvaner-Traminer
Germany,"No doubt on the sweet side for a trocken (or maybe just with relatively low acidity), this is medium bodied, with aromas and flavors reminiscent of crushed stone, orange blossom and peach. Drink it over the next several years.",Riesling
Germany,"Flinty and sweaty upfront, with even a hint of onion or garlic. Once past that, things smooth out, with a light to medium weight on the palate and some pleasant melon and citrus notes that linger on the finish.",Silvaner
Germany,"The entire flight of Prinz Salm's 2009 GG was something of a letdown, including this astronomically priced sample. It's good, but nothing more, combining subtle apple and citrus notes with hints of petrol. Feels lean and crisp despite the 13.5% abv, so perhaps it just needs more time to develop.",Riesling
Germany,"Initial impressions are smoky and savory, but the nose opens to reveal aromas of freshly pressed apple, lemon and crushed minerals. The palate is ripe with sunny tangerine and yellow peach flavors, but moderated with piercingly tart lemon-lime acidity. Finishes moderately long on a sumptuous honey-tangerine note.",Riesling
Germany,"Whiffs of earth and spring ramps subside, exposing sunny peach and floral notes on this medium-sweet wine. The palate is satisfyingly juicy with honeyed peach and pear flavors, but anchored with a deep, savory complexity. Finishes long with sweet-tart citrus flavors and a murmur of dusty minerals.",Riesling
Germany,"Streaks of lanolin and honeycomb lend a waxy richness to stark lime and lemon flavors in this dry, medium-bodied wine. While slightly austere in style, intense minerality and sharp acidity create stately elegance.",Riesling
Germany,"The nose on this invigorating medium-sweet Riesling is fresh and green, with notes of lime zest, herbs and pine fronds. On the palate, juicy white grapefruit and orange blossom flavors are sunny and bright, finishing on a long, penetrating mineral tone. Beautifully balanced and irresistibly tasty.",Riesling
Germany,"Light in body—as a kabinett should be—with aromas dominated by petrol and petrichor. Despite hints of apple and citrus on the palate, this wine is more about wet stone than anything else, with a finish that fades rather quickly. Drink now.",Riesling
Germany,"Penetrating tones of stone, lemon and wax lend a stately feel to this dry, intensely mineral Riesling. It's full-bodied in style with a rich, rounded mouthfeel, but invigorated with acidity on the finish.",Riesling
Germany,"While aromatically subdued with delicate notes of lemon, lime and minerals, a streak of honey builds throughout this medium-sweet wine. It adds decadence to sweet, ripe flavors of pear, apple and hibiscus nectar on the palate. It's tasty, bright and penetrating.",Riesling
Germany,"While a tad savory on the nose with a fine dusting of minerals, this medium-bodied wine is juicy with white grapefruit and nectarine flavors. Just a shade off dry in style, it boasts a soft, sunny limeade acidity that lingers on the finish.",Riesling
