country,description,variety
Argentina,"Fairly dense on the nose, with aromas of coffee grounds, leather and beef stew along with berry fruit. The palate is true, with plum and brambly berry flavors. However, the feel is a bit choppy due to sharp acidity. A good blend that will do well with food.",Malbec-Cabernet Sauvignon
Argentina,"A tiny bit heavy and soupy at first, but the palate brings things into perspective as it delivers sweet berry and spice flavors and only modest acids and tannins. It's a wine for now, with lasting jammy notes that are generally quite pleasant.",Cabernet Sauvignon-Malbec
Argentina,"Slightly brambly but otherwise dominated by strong red-fruit aromas and flavors. The palate is fairly rich and full, as it should be, with chocolate and herbal/pepper notes sneaking in. Doesn't have a lot of finish or sweetness. Pretty good mouthfeel and core acidity.",Malbec
Argentina,"For Argentine Sauvignon Blanc, Toso's version is nice. There's light green-apple aromas in front of green melon and grapefruit flavors. Finishes fairly full and grabby, with likable flavors. Not to be confused with Sancerre or anything, but solid.",Sauvignon Blanc
Argentina,"A typically huge Colomé wine with initial damp, murky, funky aromas that give way to earth, roasted fruit and compost. Fortunately it's fresher in the mouth, and the wine definitely improves with airing. Still, the palate is big and oily, with roasted berry, herb and wild, exotic flavors. A unique style of Malbec from old Calchaquí vines.",Malbec
Argentina,"Potent smelling, with black pepper, lots of oak and true berry fruit aromas. The palate is a bit pointed and high in acidity, while the flavors of raspberry, currants and red plum are solid. Finishes a little jagged and acidic, but at worst that staunch acidity will keep it alive for years to come. Hold until at least 2011.",Malbec
Argentina,"The nose displays some tree bark and sawmill, but underneath there's savory spice alongside black fruit. The palate is ripe and deep, with berry essence and clove. Dark chocolate carries the finish, which is firmly tannic but not overly hard.",Malbec
Argentina,"Tannat by nature is a hard, brooding grape, and this version from northern Argentina's Salta region is funky, with olive, horse hide and plenty of dark-fruit aromas and flavors. The palate is leathery but proportioned, with spice and length. Could use a touch more cushion, but hey, that's Tannat.",Tannat
Argentina,"You don't see much South American Tannat outside Uruguay, but this one scores points for its dark charcoal and cola nose as well as its deep black cherry and plum flavors. Yes, it's kind of hard and tannic, but it's also got some verve and length to it. With meat, it would be worth the gamble.",Tannat
Argentina,"Nicely put together, with a solid blend of spice, leather and smoked meat vying with juicy berry aromas. The palate is tangy and fresh, with flashy cherry flavors. Finishes strong, with coffee and chocolate. A good wine for the money; recommended for everyday Shiraz.",Shiraz
Argentina,"A full-octane wine with notes of olive and berry on the bouquet. It runs bright in the mouth, with zippy cherry and cassis flavors. Later on you detect olive at the core, but that's admirably covered by a blanket of fine oak. Good in its class.",Tempranillo
Argentina,"Freixenet, the big cava producer from Catalonia, Spain, has entered Argentina via this cutely named winery. The wine, however, is pretty much your standard-fare Malbec. The nose and palate are fruity and bold, while the finish offers spice and coffee. Good but not up to the price.",Malbec
Argentina,"This funky Argentinean Pinot pours on the rubber, turned earth and heavy fruit aromas, and then backs them up with a full, meaty, starchy palate that's loaded with dry cherry and red-pepper flavors. A robust, grabby wine with virtues and question marks.",Pinot Noir
Argentina,"Fairly smooth and berry dominated, with almost rubbery fruit flavors that are at once tangy and satisfying. In terms of mouthfeel it's a bit hard and tannic, especially given the depth of fruit. But the flavors and intensity are there.",Cabernet Sauvignon
Argentina,"Very big and brawny is this single-vineyard, new-to-the-market Malbec from grower Jose Blanco. Expect lots of fresh-cut cinnamon on the nose along with leather, earth and gum. Heavy but balanced, with big tannins wrapped in plenty of coconut and mint. Takes a while to grasp; it's a giant with huge fruit and some clumsiness. Better from 2007–2009. Imported by Frederick Wildman & Sons, Ltd.",Malbec
Argentina,"A nice wine with aromas of lead pencil, violets, black fruit and a sprinkling of lemon zest. The palate has body and a chunky outlook, while the flavors of berry fruits, spice and something slightly exotic work. A solid, approachable wine that should bring a smile to the face of any Malbec lover.",Malbec
Argentina,"Dynamite Malbec from the Renacer family that's behind the emerging Punto Final label. This is a monumental effort with 24 months of French oak aging. What you get is quality from head to toe, with pure and unyielding flavors backed by a big wave of tannins. Will age for several more years, and by then this rock's power may have settled down a little. 275 cases produced.",Malbec
Argentina,"Anyone looking for a whole lot of wine for not too much cash will be pleased with this blend, named for former Argentinean president Juan Perón, husband of Evita. Back to the wine: it's rich, heady and borderline opulent, with ripe tannins, plumpness and hedonistic fruit. Incorporates 10% Cabernet and 5% Syrah. Imported by Pasternak Wine Imports.",Malbec
Argentina,"From the beginning you can tell that this Bordeaux-style blend has the requisite components to make the grade. The bouquet offers baking spices, berry and vanilla in large doses, while the palate is ample, fresh and fairly racy. Nothing dull or clumsy here; it's a balanced, structured wine with aging ability. Drink now or hold through 2009. Imported by Kysela Père et Fils.",Bordeaux-style Red Blend
Argentina,"Pitch dark in color, with a huge, oaky/earthy nose that cuddles deep black-plum fruit. Ultraripe and modern in style, with mounds of plum and blackberry flavors. Toasty and minty on the round finish. This is one rich wine; a massive improvement over the 2000 vintage, the last Altimus we rated. Imported by Frederick Wildman & Sons, Ltd.",Red Blend
Argentina,"Varietally floral, with spice, tropical fruit and citrus on the nose. Clean and wispy on the palate, with touches of lemon extract, banana and pineapple. A zesty, easy white wine; best as an apéritif.",Torrontés
Argentina,"Black cherry, citrus peel and a touch of charcoal and grilled meat make for a solid nose. Ripe blackberry and dark plum work the palate, while coffee, licorice and spice grace the firm, grabby, mildly tannic finish.",Cabernet Sauvignon
Argentina,"Good but a step down from recent vintages. Big and brawny on the nose, with oak-based aromas of shoe polish, chocolate mint chips and mocha. The thick palate is deep, raisiny and chunky, with roasted black fruit flavors touched up by chocolate. Very good and likable, but not as thorough and alluring as it has been. 40% Malbec with 30% each Cabernet and Merlot.",Bordeaux-style Red Blend
Argentina,"Dark, piercing, crusty black fruit aromas suggest burnt toast and lemon, and although there's a lemony bite to the palate, once it airs out chunky black fruit flavors take over. Not a thriller but it's pure and clean. Textbook mid-to-upper-level Malbec with some flair.",Malbec
Argentina,"The price on this perennial bargain brand from Valentin Bianchi has crept up in recent years, and thus its value potential has stalled somewhat. But it's still a fruity number that once it opens and settles delivers jammy aromas and solid red-berry flavors. We like that it's neither candied nor weedy. 60,000 cases proves that good wine can be made in quantity.",Malbec
Argentina,"An entirely different breed. The nose hints strongly at bacon and spice, but it also weaves in subtle red-fruit notes. Out of the ordinary on the palate, too, where cherry flavors are light but savory. A touch odd and slick, but good because it's not standard.",Malbec
Argentina,"There's no other way to put it: Perdriel from Norton is one of Argentina's best high-end blends. It's rich and extracted, but still carries that just-right mix of preserving acidity, structured tannins and dynamite fruit. Opens with chocolate and berry marmalade, and then effortlessly transitions to flavors of cassis, blackberry and fudge. Touches of prune, leather and coffee grace the meaty, substantive finish. 500 cases made.",Bordeaux-style Red Blend
